﻿127;High
﻿327;Medium
﻿16;Medium
﻿494;No
﻿66;High
﻿136;High
﻿26;High
﻿439;No
﻿94;High
﻿55;Medium
﻿268;No
﻿61;Medium
﻿298;No
﻿47;Medium
﻿215;High
﻿253;No
﻿662;High
﻿201;High
﻿560;High
﻿30;Low
﻿305;No
﻿644;Medium
﻿300;No
﻿294;No
﻿536;Low
﻿97;Low
﻿7;High
﻿2;High
﻿500;No
﻿180;High
﻿330;Medium
﻿663;Low
﻿8;High
﻿28;High
﻿615;No
﻿495;No
﻿608;No
﻿679;Medium
﻿329;Medium
﻿191;No
﻿26;High
﻿70;Medium
﻿312;Medium
﻿555;No
﻿101;High
﻿486;No
﻿121;Low
﻿487;No
﻿621;No
﻿321;Medium
﻿385;No
﻿586;Medium
﻿550;No
﻿109;Low
﻿461;No
﻿579;No
﻿697;Low
﻿77;High
﻿207;Medium
﻿12;High
﻿303;No
﻿148;Medium
﻿131;Medium
﻿325;Medium
﻿88;High
﻿652;Medium
﻿68;Low
﻿643;Medium
﻿114;No
﻿473;No
﻿27;Medium
﻿666;Medium
﻿197;High
